Time,TweetID,UserID,Text,Label,Category,Abuses
2015-07-27 20:38:41,625767285542653952,3243602706,the traitors who signed #yakubmemon's mercy petition now want the modi govt to deal firmly with terrorists  .,2,6,
2015-07-27 14:48:36,625679184015175682,3058889433,we should seek israeli mossad help to dismantle terror units inside pak and aid in baloch struggle for freedom  .,2,3,
2015-07-27 13:05:26,625653219364966400,3126736571,i'm so fuckung done #gurdaspurattack these bloody terrorists better get out of india please do something we actually need you  !,2,1,1
2015-07-27 06:06:38,625547828010430464,155465981,"plz don't arrest any terrorist to let case going on for years , kill them all on the spot #gurdaspurattack .",2,1,
2015-07-27 12:45:36,625648227220631553,96060604,we don't want another kargil or #gurdaspurattack this has to stop  !,2,1,
2015-07-27 13:51:22,625664778682376193,420031674,all #pakistani ppl on social media tweeting for their brothers who involved in #gurdaspurattack  .,2,0,
2015-07-27 14:13:36,625670376912125952,20751449,"#gurdaspurattack , brave #punjab bus driver saves many lives , http://t.co/z3ecpvazbj .",2,3,
2015-07-27 08:02:28,625576975432683520,418834879,may the soul of the martyrs rest in peace #rip #gurdaspurattack .,2,1,
2015-07-27 14:04:56,625668194489999360,3071764538,d news like #gurdaspurattack salute to all jawaans who sacrificed their life killed terrorists in attack .,2,1,
2015-07-27 11:36:54,625630938484092929,766204484,"according to #bajrangibhaijaan , infiltration through indo-pak border is impossible so #gurdaspurattack is either #falseflag or indigenous  .",2,6,
2015-07-27 12:22:59,625642538230136833,30199785,your bullets can't even touch our courage  !,2,6,
2015-07-27 06:05:29,625547536934158336,3191027570,is it just to label terror attack as khalistan movement #gurdaspurattack .,2,6,
2015-07-27 10:57:44,625621081827602432,1407288170,"police station where the terror attack took place earlier today , #gurdaspurattack http://t.co/e7xqmv86pz .",2,0,
2015-07-27 13:10:05,625654392729919488,73323827,#gurdaspurattack liberals are concerned about slogan raised by swat team .,2,1,
2015-07-27 07:41:56,625571811078504448,88851953,"stupid youth congress wants cm's resignation , when gunbattle is still on wit terrorists  ....",2,2,
2015-07-27 12:46:40,625648495794348032,265402743,"ohh let's not politicise #gurdaspurattack , prabhu ji never did that  .",2,6,
2015-07-27 09:00:34,625591596201840640,90111615,http://t.co/ycfvtwtag0 stands solidly behind & urges all parties to do so  .,2,6,
2015-07-27 13:56:47,625666141575213056,554252009,"if u hear terrorist shouting , allah hu akbar , & killing innocents den u must not retaliate coz u'll b termed as islamophobe #gurdaspurattack .",2,5,
2015-07-27 12:55:14,625650652027359236,554252009,"#gurdaspurattack started with terrorist chanting , allah hu akbar , & ended with jawans chanting , jo bole so nihaal  ....",2,5,
2015-07-27 11:52:36,625634891917463552,106765000,my salute to #baljitsinghsaini and his extreme sacrifice will be insirational for the generation to come  ...,2,1,
2015-07-27 10:40:56,625616853956624384,25478634,"why is that post any terror attack , the state govt's first reaction is to play blame game with the union govt  ?",2,2,
2015-07-27 07:50:07,625573869164756992,3146280444,rather we should see how it can b taken care off .,2,6,
2015-07-27 16:55:49,625711198676189184,1121550775,today bharat lost few of great soul's  ..,2,1,
2015-07-28 03:10:47,625865958247170048,75311070,is this the competency of modi govt and the ajit doval  ?,2,2,
2015-07-27 11:04:24,625622761382109184,358164374,use press briefings instead to share information on a need to know basis  ?,2,6,
2015-07-27 15:52:22,625695231132864513,104477656,first the #gurdaspurattack and now the demise of apj abdul kalam  .,2,1,
2015-07-27 05:28:18,625538178011824128,224326902,"#gurdaspurattack appears like let's response for kargil war anniversary , may the #indianarmy take good care of these trespassers .",2,1,
2015-07-27 12:42:42,625647500624400388,115607138,pak just pissed all over your life's mission today  .,2,6,
2015-07-27 12:21:28,625642155403423744,28597535,"sir , why would they go to the police station out of all the places  ?",2,6,
2015-07-27 10:32:37,625614761846276097,480785427,i swear the human race is getting idiotic day by day  .,2,6,
2015-07-27 10:49:02,625618894376439810,86582612,#gurdaspurattack #gurdaspur now govt should even pledge to avail bullet proof jackets to our heroes  !!,2,2,
2015-07-27 07:21:29,625566660619927556,159797979,"#gurdaspurattack such a coward and shameless incident , strongly condemn this act .",2,1,
2015-07-27 12:26:38,625643456103235584,3176044640,sad on loosing heavenly souls #gurdaspurattack letsjoin hand & vanish terrorist nurseries 4m world #balochistanwithindia #awaranoperation .,2,1,
2015-07-27 11:00:59,625621903089139712,161648903,"2/2 , lack of enough ammunition for police is what i can describe about #gurdaspurattack .",2,2,
2015-07-27 16:03:39,625698070416588804,717639965,first #gurdaspurattack which took several lives and now the demise of dr #apjabdulkalam  .,2,1,
2015-07-28 05:56:54,625907764745768960,14397650,"capt amarinder singh , pak isi clearly involved in gurdaspur  .",2,3,
2015-07-27 11:41:31,625632102633992193,2347300981,atleast this way no one will be signing petitions for them  .,2,6,
2015-07-27 12:22:03,625642302137044992,622699378,it's not rocket science that this #gurdaspurattack was held by whom but we must wait until agency will prove it  .,2,3,
2015-07-27 14:33:42,625675435351785472,539268534,"#gurdaspurattack by rebels bt when pak , claims , to shoot indian drone , its real  ?!!",2,6,
2015-07-27 10:41:48,625617072895045632,2659616537,deepest condolcences to families who lost their loved ones  .,2,1,
2015-07-28 04:14:08,625881900255592452,2824859531,its sure that the departure souls of #gurdaspurattack will must go in d lap of god bcoz a true saint i.e #msgpraytogod for all of them .,2,1,
2015-07-27 17:01:10,625712546339667969,195453684,suddenly much bigger shock than #gurdaspurattack has hit us  .,2,1,
2015-07-27 18:43:30,625738296052707328,168985776,my prayers goes out to the families who lost their members in #gurdaspurattack  .,2,1,
2015-07-27 15:42:36,625692773480435712,2589872222,very bad day today first #gurdaspurattack and now rip #apjabdulkalam .,2,1,
2015-07-27 13:40:47,625662117954351104,119695465,honestly you can't even protect the borders of india #gurdaspurattack #gurdaspur .,2,1,
2015-07-27 12:53:10,625650133250654208,15059708,"so have they made those mandatory statements about , terrorism having no religion'  ?",2,6,
2015-07-27 16:01:12,625697454256590848,224960964,"salute you guys , you are valour personified  .",2,1,
2015-07-27 06:32:07,625554240480526336,36620861,hope rajnath singh raises his head beyond delhi and delhi police  .,2,2,
2015-07-27 16:20:35,625702333586894848,241900845,felling numb beyond words  .!,2,1,
2015-07-27 18:40:03,625737431321415680,251691973,this man must be celebrating the deaths of indians in #gurdaspurattack https://t.co/kxqndecakr .,2,3,
2015-07-28 02:03:00,625848903238225921,173201417,today's #gurdaspurattack pictures isn't what i would like 2 see n morning http://t.co/8eczusmbk4 .,2,3,
2015-07-27 07:44:11,625572375761793025,366504205,any kind of politically motivated act to use this issue is beyond disgusting #gurdaspurattack .,2,2,
2015-07-27 08:40:14,625586480233099264,809863285,will india ever say yes to surgical operations against terrorist heads  ?,2,6,
2015-07-27 13:14:40,625655543361728512,1364132616,paki terrorists did #gurdaspurattack but anti-national & blaming non-existent khalistan http://t.co/shc67lddk6 .,2,3,
2015-07-27 11:11:27,625624537548218368,1552913352,lets not forget 26/11 live reporting helped terrorist  .,2,6,
2015-07-27 15:32:01,625690108918784001,57898935,salute to the martyrs who fought and eliminated the attackers #gurdaspurattack .,2,1,
2015-07-27 20:59:26,625772507753132033,131751295,a friend wanted to bomb whole of pakistan as a response to #gurdaspurattack how different r we from terrorists who kill innocent civilians  ?,2,6,
2015-07-27 13:19:53,625656856107708416,41647950,losing lives due to lack of modernization  !,2,1,
2015-07-27 12:35:13,625645617113513985,142572002,pakistan needs a pain in her ass.so that it crawl with pain for years #gurdaspurattack #gurdaspur .,2,6,1
2015-07-27 15:17:03,625686344258465792,2595013951,"right now #salmankhan be like , we guys shouldn't have killed those terrorists  .",2,6,
2015-07-27 13:42:46,625662613687406593,109276910,"1/- for rt on july27 , whose fate is sealed by #gurdaspurattack  ?",2,6,
2015-07-27 11:12:14,625624733447360512,847313762,"this is sp baljit singh , who laid down his life in #gurdaspurattack may god rest your soul in peace  .",2,1,
2015-07-27 12:39:13,625646622869827584,3114381368,"readying her next pro terror tweet , her next column  .",2,6,
2015-07-27 11:30:01,625629207922544641,261628177,"#gurdaspurattack shame on somnath bharti , aap , condemned pm rather terrorism .",2,2,
2015-07-27 09:01:13,625591761599987712,95404086,please replace congress party with bhartiya janata party in your new tweet now #gurdaspurattack https://t.co/irczpmth3r .,2,2,
2015-07-27 14:13:44,625670410361679872,105498404,"you literally don't hear shit from people like mahesh bhatt , naseeruddin shah , salman khan when these attacks happen  .",2,6,
2015-07-27 18:44:32,625738558196715520,41080993,curious case of #gurdaspurattack terrorist attack a police station like naxalite and rebels do in india  ...,2,0,
2015-07-27 17:52:24,625725437793054720,187482881,we lost brave officers in #gurdaspurattack and an icon for millions of youth dr.  .,2,1,
2015-07-27 12:40:19,625646899790413824,92278282,i really wish if a minister had been killed in today's #gurdaspurattack there would have been more care towards future security measures  .,2,1,
2015-07-27 10:29:26,625613961669574656,1718110158,"retweeted tufail ahmad , #gurdaspurattack know your enemy , pakistani military's isi is a global  ...",2,3,
2015-07-27 13:36:19,625660992576294912,44326686,its quite interesting to see vinod khanna's reaction to the #gurdaspurattack  .,2,6,
2015-07-27 14:32:42,625675181059473408,3251909822,shame to terrorist those are killing innocent peoples  .,2,1,
2015-07-27 14:29:08,625674283981758464,1293969048,#gurdaspurattack will now the #indian gov take some strict actions or some more patriotic personnels have to sacrifice their lives  .,2,2,
2015-07-27 10:24:15,625612656863350784,55326326,"everytime there's a misadventure along the border , our govt says we will give a befitting reply  !!",2,2,
2015-07-27 15:43:13,625692927386218498,3107009539,bjp celebrating birthday of supremo uddhav thackeray so absent on #gurdaspurattack and apj abdul kalam .,2,2,
2015-07-27 13:49:52,625664403283644417,204824236,"shameless congress , at this crucial time also you are playing game of your dirty politcs , shame on u  .",2,2,
2015-07-27 13:32:46,625660100586242048,208929010,#gurdaspurattack when does secular indian main stream media wants india to play cricket with pakistan  .,2,6,
2015-07-27 06:28:37,625553357931876352,18795206,"time to show , how v indians stand together when these terror attacks happens  ...",2,1,
2015-07-27 12:39:38,625646729329815552,120468004,nobody cares except who were dirctly related to the incident  .,2,5,
2015-07-27 11:55:34,625635639027851264,68720749,one odd desperate enemy attack like #gurdaspurattack will get through  !,2,1,
2015-07-27 15:47:28,625693998552776704,122473651,sad day for india lost great soul n terror attack #gurdaspurattack #childhoodhero rip kalam sir .,2,1,
2015-07-27 04:46:33,625527674270650368,261134265,feeling ashamed that again innocent lives are being lost  !!!,2,1,
2015-07-27 11:25:02,625627953666260992,2797562390,"when nothing goes right , blame it on pakistan pakistani's themselves are against terrorism , not fair to blame pak for #gurdaspurattack .",2,1,
2015-07-27 16:38:19,625706792744398848,16184727,not sure what is more disturbin #gurdaspurattack or war mongerin msgs since then  .,2,1,
2015-07-27 12:25:32,625643179920863232,2615528552,timeout for badal parivar like gandhi parivar  .,2,2,
2015-07-27 16:47:52,625709198303629312,215224249,"a country is known by how it treats the widow of a martyr , his children  .",2,1,
2015-07-27 14:51:48,625679990567342080,250036857,will sign petition agst indian soldiers for kilng innocents #gurdaspurattack .,2,5,
2015-07-27 14:08:31,625669094201671680,442184451,or he hsnt yet received the written script  ?,2,5,
2015-07-27 13:22:36,625657541754667009,1024609579,"hottest statement of the day by f**king sikhulars , terror has no religion  ...,!!!!",2,5,1
2015-07-27 12:18:17,625641354660458497,113679352,"waiting for that moment when #owaisi , #kejrival , bollywood stars will mourn for the terrorists killed in #punjab  .",2,2,
2015-07-27 12:43:43,625647754891542528,401161236,but at an expensive cost of 4 precious lives  !,2,6,
2015-07-27 13:23:23,625657735980257281,2539373953,it seems you don't know the difference between jingoism and patriotism #gurdaspurattack .,2,6,
2015-07-27 08:30:52,625584123663355905,70066661,"people like aaptards , anti-national congress & sickular idiots should be beaten black n blue for politicizing #gurdaspurattack #gurdaspur .",2,2,
2015-07-27 16:09:03,625699427622109185,545606565,"despite their obesity and lack of equipment , punjab police performed really well  .",2,2,
2015-07-27 13:41:15,625662236057468928,44326686,"its weird how chairing meetings , condemnations & condolences have become a standard procedure for tackling terror attacks  .",2,1,
2015-07-27 05:40:14,625541183670890496,481188960,gurdaspur #gurdaspurattack look what these pakistani bastards are trending  .,2,6,1
2015-07-27 15:59:02,625696906958798848,320563079,why is terrorist backer busy in instigating khalistanis like kejriwal  ?,2,6,
2015-07-27 14:13:29,625670346067148800,1157741210,"#gurdaspurattack proves that we haven't learnt right lessons from past mistakes , still our ats commandos have 2 fight without modern arms  .",2,3,
2015-07-27 09:27:31,625598379989553152,2944274856,gurdaspur sp baljit singh dies in terror attack  .,2,0,
2015-07-27 13:36:13,625660966865207300,41339043,i don't understand why commandos are talking to media  !!,2,6,
2015-07-27 10:04:21,625607647333474304,1155269120,dey r ones who sacrifice der lives fr nation  !,2,6,
2015-07-27 15:40:30,625692244813549568,3271265106,"a black day in the history of india , #gurdaspurattack and now our ex-president passes away  !",2,1,
2015-07-27 15:15:27,625685941508661248,601687920,my thoughts and prayers go out to the families of victims  .,2,1,
2015-07-27 09:11:16,625594289561579520,90111615,they protect us & let us not let them down  .,2,1,
2015-07-27 14:33:40,625675425834864640,130210600,india need a strong response rather than stopping the cricket match  .,2,1,
2015-07-27 12:34:56,625645544518479872,422003807,did anyone of them get caught alive or not  ??,2,6,
2015-07-27 12:08:29,625638887830859777,88649550,however i will wait for my war #jaihind cry till doval gives a befitting reply to #napak  .,2,2,
2015-07-27 14:17:27,625671345183940609,175310999,"pakistan has denied any kind of involvement in insurgencies in indian punjab and jammu & kashmir , strongly condemned the #gurdaspurattack .",2,0,
2015-07-27 08:30:36,625584055887663104,1939715791,"pakistan shame on you , your country will never develop if you keep promoting terrorism #gurdaspurattack .",2,6,
2015-07-27 14:18:13,625671535093657600,128890305,i'm sending ur dad's photograph  .,2,6,
2015-07-27 12:59:34,625651744500899841,65892299,we are 100% sure that pakistan will pay the price heavily  .,2,1,
2015-07-27 08:44:10,625587470592159744,81807822,"due to these silly mistakes , there are people who dies and their families shatter  .",2,1,
2015-07-28 11:11:06,625986836968669184,3074769187,"reading the #gurdaspurattack , the attack doesn't mean punjab militancy is back http://t.co/ikgita5ooy http://t.co/o1enalwarm .",2,3,
2015-07-27 17:44:43,625723503421947904,131846566,condolences for the brave ones and every victim of the #gurdaspurattack  .,2,1,
2015-07-27 20:14:13,625761127767474176,85523343,may kalam sir teachings b always followed  !,2,1,
2015-07-27 12:58:42,625651524056711168,483428711,hey where is the candle light march by #adarshliberals 2 support paki terrorist killed by our human right violator police  ?,2,2,
2015-07-27 07:32:37,625569466173161472,202772126,"b , can give imp info .",2,6,
2015-07-27 11:50:10,625634280895463425,424450412,"those who wrote mercy petition for #yakubmemon , their heart must be bleeding today after hearing all terrorists in #gurdaspurattack killed  .",2,1,
2015-07-27 16:22:00,625702687946997760,473127337,"as pakistanis , we know exactly the pain of seeing our fellow citizens die  .",2,6,
2015-07-27 12:52:34,625649981135847424,1429618490,"this is how #pakistan returned the , favour , in the wake of #gurdaspurattack , http://t.co/kws9orjgkh .",2,3,
2015-07-27 17:38:44,625722000175075328,53719492,"#gurdaspurattack fallen heroes , the nation stands with you  .",2,1,
2015-07-27 06:17:26,625550544610922496,113601662,"sir , it is deena nagar , you are mentioning dimapur 5-6 time  .",2,5,
2015-07-27 14:45:13,625678333443878912,258783082,come on indians you should think about pakistan hypocrisy and take strong action against pakistan #awaranoperation #gurdaspurattack .,2,1,
2015-07-27 22:06:27,625789373506826241,178740848,#kashmirbanegapakistan #mypakistan #iampakistan #gurdaspurattack india wants to divert attention from kashmir .,2,1,
2015-07-27 08:31:12,625584209340411904,1603324332,worst news terrorist attack on gurdaspur hope those rascal will be shot dead soon pray for gurdaspur #gurdaspurattack .,2,6,1
2015-07-27 15:48:08,625694165930651648,161523727,"one of the bad day , morning #gurdaspurattack news and now we lost # , rip #kalam sir , it's a kind of loss which can't be recover .",2,1,
2015-07-27 14:16:59,625671226510323712,78748094,"being a victim of terrorism , we , pakistani , strongly condemn #gurdaspurattack  .",2,1,
2015-07-27 12:33:17,625645130821677056,94342284,"#gurdaspurattack where is bjp member of parliament from gurdaspur vinod khanna , bollywood actor of yester years  ?",2,2,
2015-07-27 08:11:15,625579184790749184,3015127210,y r they always indulging in such acts  ?,2,6,
2015-07-27 14:35:16,625675826734850048,505876835,i pity on your journalistic aptitude who cant distinguish between rumor and fact and claim to be one of the best  .,2,6,
2015-07-27 14:24:32,625673128375554048,2767223151,y is the govnt taking action now when it could've kept d states alert 4rm b4  ?,2,2,
2015-07-27 15:20:04,625687103976812544,2296397472,whole debate on how d govt would respond  !,2,2,
2015-07-27 12:35:59,625645807790723072,444351312,"#gurdaspurattack today's world , is the terror ended or strated  ???",2,6,
2015-07-27 03:51:54,625513921005268992,127769284,"heart go out for brave police personel n their family #gurdaspurattack shame some term them , thulla .",2,1,
2015-07-27 09:18:17,625596058366685184,841306315,"how to start a new business in sri lanka , #srilanka #business #entrepreneur #gurdaspurattack http://t.co/aivak7dttz http://t.co/cd1sqvyh3h .",2,6,
2015-07-27 11:25:28,625628063712161793,899447563,"so mr , was the #gurdaspurattack a , chhota mota attack , or a , blow to modi ,  ?",2,2,
2015-07-27 11:53:50,625635199976476674,178596941,"now that it is clear they were jehadists , hope will tweet , dear world , where is your conscience  ?",2,6,
2015-07-27 08:48:45,625588623103004672,298678865,their mother & family should feel shame on those  .,2,6,
2015-07-27 12:59:25,625651705699373056,413603025,#gurdaspurattack all ppl who say tht pakistanis r good ppl plz see tht pakistan is trending #modiattacksgurdaspur  .,2,6,
2015-07-27 11:56:17,625635817717772289,2285423503,"salute to the army , commandos , police , civilians who fought with those terrorists #gurdaspurattack http://t.co/3fyryobv14 .",2,2,
2015-07-27 18:16:42,625731554560466944,1461771590,prayers n respect for d brave heart mr. baljit singh #gurdaspurattack .,2,1,
2015-07-27 16:17:51,625701641707061248,200090940,#punjabterror #gurdaspurattack and now shocking news of death of abdul kalam  ..,2,0,
2015-07-27 08:46:51,625588145644417025,3259763030,"i will not stay quiet now , who dare to attack my punjab  ??",2,6,
2015-07-27 12:57:05,625651120270999561,2441654803,salute to those who fell in the line of duty defending india  .,2,1,
2015-07-28 04:38:40,625888076624048132,75240285,and i want to announce that i am going to breath oxygen today  .,2,6,
2015-07-27 06:41:43,625556656215228416,2956157497,"shame on #aajtak for telecasting live army ops , despite knowledge of what happened during mumbai 26/11 #gurdaspurattack .",2,6,
2015-07-27 13:56:37,625666099284086785,117477238,"country hd big expectation frm this defense minster n nsa , sadly seems they hv only big mouth  !",2,2,
2015-07-27 07:41:19,625571653494267904,871252069,asaduddin owaisi forces terror to cook his politics after getting a burn from thewhole country #traitorsofindia #gurdaspurattack #gurdaspur .,2,2,
2015-07-27 07:55:14,625575157789126656,169401588,"too irresponsible comment on terrorist attack by p s badal , its not a state's problem  .",2,2,
2015-07-27 15:02:18,625682631925985280,2963446458,where are the celebrities now who signed mercy petition for yakub can they face people now  .,2,6,
2015-07-27 09:00:12,625591506850549761,2224590300,"and now u attacked ur own #gurdaspurattack to blame pak , y r u ppl so obsessed  !",2,1,
2015-07-27 06:03:46,625547105399123968,3197093082,oh god why they don't want peace  ?,2,6,
2015-07-27 11:35:37,625630615656738817,180246090,"so while letting the radicals print bhindaranwale stickers , we believed they'll never stick  .",2,6,
2015-07-27 08:35:09,625585200953556993,49757966,punjab police sp #baljeet singh killed in gurdaspur terror attack  .,2,0,
2015-07-27 12:26:34,625643438646521856,1931808698,not a single statement by the traitor owaisi so far #gurdaspurattack .,2,2,
2015-07-27 17:12:26,625715379524898816,371591947,india is also mourning the lives lost in #gurdaspurattack sir .,2,6,
2015-07-27 09:04:46,625592655532023809,1228114194,may godbless dm n hope dy stay brave to fyt against d terrorists #gurdaspurattack .,2,1,
2015-07-27 12:50:33,625649476779118592,3041294294,we deeply mourn the loss of lives of policemen in a cruel #gurdaspurattack in punjab today .,2,1,
2015-07-27 12:55:06,625650619710349312,67543297,guess punjab police was too busy looking out for spy pigeons to notice terrorists walking in with weapons #gurdaspurattack .,2,2,
2015-07-27 05:11:29,625533946294435840,2855778510,u dont know wat i m feeling as of now  ...,2,6,
2015-07-27 11:12:51,625624887705473024,275414027,shut your mouth pig we will liberete balochistan like bangladesh and you stand and watch #gurdaspurattack https://t.co/jf9xpjj8tz .,2,1,1
2015-07-27 10:43:36,625617526144110593,145155959,"#gurdaspurattack dear shud create a unit like mosad of israel , that will go for elimination of all involved in any terrorist attack .",2,3,
2015-07-27 16:16:32,625701314442301440,359801623,abvp mangaluru protested against the terroist attack on punjab police  .,2,0,
2015-07-28 06:29:15,625915906393137152,2982269822,"#gurdaspurattack , let terrorists used gps sets to navigate  .",2,3,
2015-07-27 07:33:49,625569765378162688,3125640561,pigistani pigs are so cowards that they are trying to trend khalistan  .,2,6,1
2015-07-27 15:34:08,625690642786615296,2341741537,cpim expresses its deep condolences 2 families of those killed  .,2,2,
2015-07-27 10:53:28,625620011214712832,66719596,blame game started within national parties #gurdaspurattack .,2,2,
2015-07-27 12:08:20,625638852909084672,126309470,"no sympathy with terrorists , they r inhuman #gurdaspur #gurdaspurattack #punjabterror #punjab .",2,1,
2015-07-27 13:28:57,625659139063050240,717639965,i don't understand why these two countries can't become friends  ?,2,6,
2015-07-27 14:32:21,625675095646826496,755899494,will the chinese make grenades in india too  ??,2,6,
2015-07-27 13:37:41,625661337662717952,435905039,dear pm sir give the reply to paki pigs  .,2,2,1
2015-07-27 12:20:52,625642006111387648,112085850,such terrorist attempts should not be able to disturb us  .,2,1,
2015-07-27 10:28:29,625613722183012352,3207708089,ohhh yah they are thullas thats why they are dying acc  .,2,6,
2015-07-27 12:29:05,625644073299243009,109310085,"shame on you giving it as , 27/7 , date  !!!",2,6,
2015-07-27 05:36:14,625540174601134080,41284871,must must avoid live coverage until operation completes #gurdaspurattack .,2,1,
2015-07-27 11:54:21,625635330566197249,108643970,"on , reciting vajpayee's poem on a day when ppl has lost life to #gurdaspurattack  .",2,6,
2015-07-27 09:48:21,625603623393869824,539229660,"terror attack in dinanagar , gurdaspur  .",2,0,
2015-07-27 13:40:25,625662025381732353,473753906,where is #salmanwithterrorist and 40 people who file mercy petition for a terrorist #gurdaspurattack .,2,6,
2015-07-27 08:05:03,625577625012998144,1911380179,"urgent need to review british time weapons of police force , life of sp baljeet singh can saved #gurdaspurattack .",2,2,
2015-07-27 12:39:18,625646642167853056,2784865704,"#gurdaspurattack fix your own house india , better do thorough investigations before blaming pakistan for everything that happens  .",2,1,
2015-07-27 14:01:23,625667302785060864,1264209744,utter confusion in centre on pak policy  ...,2,2,
2015-07-27 15:47:41,625694053259022336,46989510,"really sad day for india , first #gurdaspurattack and now apj abdul kalam no more  .",2,1,
2015-07-27 16:09:10,625699458848804864,131659923,killing sikhs & blaming muslims for it  ?,2,5,
2015-07-27 12:14:26,625640387357507584,2695009326,"#gurdaspurattack , india may retaliate with heavier dossiers | | http://t.co/2t9fwfuidv .",2,3,
2015-07-27 07:28:46,625568495766405121,1037177101,why not start applying for mercy petitions for today's attack now itself  ?,2,6,
2015-07-27 16:39:37,625707123163303936,1012348754,not even showing bus at which gun shots were fired  .,2,6,
2015-07-27 10:48:54,625618860754997249,114999070,here we r making movies like bajrangi bhaijaan and pakistan does yet another attack  .,2,6,
2015-07-27 14:55:56,625681027516641280,961005751,"salute to all the brave javan's and punjab police #gurdaspurattack , pak govt  .",2,2,
2015-07-27 11:47:52,625633700743516160,2992373174,no more luxury in jails & petitions for terrorists's rights  .,2,1,
2015-07-27 07:27:27,625568166161334272,377836955,"improper , unsafe protective gears with #police sees major casuality  .",2,3,
2015-07-27 15:50:54,625694860633227264,843758366,it is another dark day in indian history  !,2,1,
2015-07-27 12:24:47,625642992502640642,2659979462,"the gods must be happy , right  ?",2,6,
2015-07-27 13:45:12,625663226190168064,106371668,also what happened about the reports of a woman being among the militants  ?,2,6,
2015-07-27 13:44:24,625663025756831744,97637025,"intelligence failure is one thing , least we can do is b fight ready .",2,3,
2015-07-27 11:40:08,625631753504321536,193990434,karara jawaab milega who are behind this attack #gurdaspurattack .,2,1,
2015-07-27 13:27:34,625658790151499776,3187547564,i strongly condemn the terror attack in gurdaspur in punjab and express my concern over the rise of such incidents  .,2,1,
2015-07-28 04:52:44,625891616352399360,253791853,"every farmer is ready to join the army , whereas , no army person would like to become farmer  ...",2,6,
2015-07-27 14:13:35,625670371325296640,2917989587,"#gurdaspurattack how long people will survive on soldiers , people need to be soldier themselves to beat terrorist  .",2,6,
2015-07-27 12:05:46,625638205975441408,2238188283,#gurdaspurattack punjab police is brave and courageous he will not spare anyone .,2,2,
2015-07-27 08:33:53,625584882916306945,144272569,#gurdaspurattack pls ask all ppl who have signed for petition of yakub let us hear their voices .,2,6,
2015-07-27 16:43:03,625707987458375680,84014913,i wish abdul kalam be reborn in bharat itself  .,2,1,
2015-07-28 04:13:52,625881836632211456,1946310822,"had ji been well n visited #gurdaspurattack , ppl would say it will put xtra burden on police when they r busy in investigation .",2,1,
2015-07-27 09:02:19,625592038415663104,331187578,rip soldiers who died in this attack #saddened #gurdaspurattack deeply #saddened .,2,1,
2015-07-27 15:12:05,625685094397800448,209062232,is #gurdaspurattack related to the sc verdict of hanging of yakub memon  ?,2,6,
2015-07-27 14:48:33,625679169570107392,473046156,hats of 2 indian army nd punjub police  !,2,2,
2015-07-27 16:26:57,625703934800359424,2487491778,"if thy can kept a bird as an spy of pak , its clear thy r nt on road of #peace #gurdaspurattack .",2,1,
2015-07-27 11:03:44,625622594645962753,179847430,before nsa meeting this was sure 2 happen  .,2,2,
2015-07-27 08:15:28,625580248684363776,356412877,govt must ban live coverage of terrorist attacks #gurdaspurattack .,2,2,
2015-07-27 13:20:23,625656984709128192,3255851652,"we don't need 21 topon ki salami for our martyrs we need , aar yaa paar , this time  .",2,1,
2015-07-27 13:22:09,625657426373574656,620761610,"#gurdaspurattack pakistan reiterates its condemnation of terrorism in all its forms and manifestations , expresses condolences .",2,1,
2015-07-27 07:35:28,625570181016784900,1048293276,the way we react to terrorist attack in country .,2,6,
2015-07-27 12:45:58,625648321449701376,147994804,"attack on ps was a diversionary tactic by the fidayeens the real target was to be a train blast , which has now been foiled #gurdaspurattack .",2,3,
2015-07-27 09:00:45,625591644360966144,216291655,our home minister wants peace with pak  ...,2,2,
2015-07-27 18:43:27,625738286787506176,99938127,pakistan can strike nuclear strikes but they still depend on terrorists  .,2,1,
2015-07-28 00:08:43,625820141872254976,113514435,less chance of mercy 4 yakub  .,2,6,
2015-07-28 06:41:18,625918936492564484,549049304,"we ever criticize drivers imagine 76 dead instead of 6 , i salute roadways driver #nanakchand  .",2,1,
2015-07-27 23:34:17,625811476125626368,2955850338,"#gurdaspurattack #pakistan #blamegameindia #gurdaspur rip unless there is enough evidence , we can't blame anyone .",2,1,
2015-07-27 10:30:56,625614338510839808,2541193051,may god bless the victims with his grace and might .,2,1,
2015-07-27 14:36:43,625676192373301249,100422684,"narco terror infra is intact , so is fake currency we cannot talk to them  ..",2,3,
2015-07-27 14:48:40,625679201874522112,1861292468,#gurdaspurattack #pakistanwithindia condemn such attacks in whichever shape or form it is  ..,2,1,
2015-07-27 13:28:04,625658916806852608,1702801885,any terrorist group claim responsibility of #gurdaspurattack  ???,2,6,
2015-07-27 15:10:01,625684573020684288,212144077,#gurdaspurattack kalam sir passed away rip  !,2,1,
2015-07-27 11:50:52,625634453952593920,328984799,prayers to the families who lost the lives of their loved ones in #gurdaspurattack .,2,1,
2015-07-27 12:02:51,625637469719891969,901222429,"heartfelt condolences , uproot these terrorists  .",2,1,
2015-07-27 21:21:05,625777954166022144,153818389,"rajnath singh says india will give befitting reply to terror attacks ,  .",2,0,
2015-07-27 12:36:07,625645842150469632,125319124,border forces have to be much more careful in future  .,2,1,
2015-07-27 15:57:50,625696608001388544,1962432751,i hv tears in my eyes as i tweet this pic of 2 brave men what a sad day apj abdul kalam #gurdaspurattack http://t.co/hvxwdhp0qr .,2,1,
